Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
777,минимаркет,Продуктовые магазины,"проспект Гагарина, 26 к2",1 этаж,140010,Красная горка м-н,,Люберцы,Люберцы городской округ,Московская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,1.5,8,89266095422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504128908586501,55.690908,37.918628,4504235282796829,,,2,4504137598433874,777,минимаркет,Продуктовые магазины,shop,1,6,2026-04-30T14:51:50Z,,0,32,https://2gis.com/firm/4504128908586501,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
777,продуктовый магазин,Продуктовые магазины,"Ташкентская улица, 15/22",,109444,,Выхино-Жулебино,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 09:00-22:00,+03:00,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504127915272266,55.704534,37.819046,4504235282593943,,,1,4504136499225787,777,продуктовый магазин,Продуктовые магазины,shop,1,4,2025-11-18T11:49:52Z,,0,32,https://2gis.com/firm/4504127915272266,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Adoika aje afro,магазин,Продуктовые магазины,"улица имени народного артиста СССР Святослава Рихтера, 6",цокольный этаж,142702,Видный город жилой комплекс,,Видное,Ленинский городской округ,Московская область,Россия,,+03:00,,,89958870618,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/adoikaajeafromagazine,,,,,,,,,70000001115300600,55.538642,37.64384,70030076150267567,,,1,70000001115300599,Adoika aje afro,магазин,Продуктовые магазины,shop,1,0,2026-06-19T10:29:06Z,,0,32,https://2gis.com/firm/70000001115300600,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
All Ready,магазин готовой еды,Продуктовые магазины,"Андропова проспект, вл10",13 этаж,115432,,Даниловский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001105811960,55.694374,37.665829,70030076168650936,,,1,70000001105811959,All Ready,магазин готовой еды,Продуктовые магазины,shop,1,5,2026-02-26T15:45:25Z,,0,32,https://2gis.com/firm/70000001105811960,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Amelia gourmet,интернет-магазин,Продуктовые магазины,"улица Кржижановского, 17 к1",2 этаж; вход со двора,117218,,Академический,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,115,89150213305,84951059480,,,,,http://amelia.com.ru,,,,,,,,,,,,https://vk.com/ameliagourmet,,,https://wa.me/79150213305,,,,,,https://t.me/ameliagourmet,,,https://youtube.com/channel/UCkCgxSJBkYclq_VSxse37oQ,,,,,,70000001050289832,55.679242,37.573829,4504235282571096,,,2,70000001050289831,Amelia gourmet,интернет-магазин,Продуктовые магазины,shop,1,5,2026-04-24T15:14:07Z,,0,32,https://2gis.com/firm/70000001050289832,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Asia shop,магазин,Продуктовые магазины,"Голубинская улица, 16",2 этаж,117463,,Ясенево,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,1.0,1,89680495215,89688583950,,,,,,,,,,,,,,,,,https://vk.com/asia_shop_msk,,,,,,,,,,,,,,,,,,70000001096858757,55.598211,37.527202,4504235282564208,МФК Мореон,,1,70000001096858756,Asia shop,магазин,Продуктовые магазины,shop,1,3,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001096858757,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Ast.wine,винотека,Продуктовые магазины; Алкогольные напитки,"Комсомольский проспект, 44",1 этаж,119048,,Хамовники,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (Время продажи алкоголя ограничено.),+03:00,4.8,9,84951977337,,,,,,http://ast.wine/,,,,,,,,,,,,https://vk.com/astwine,,,,,,,,,https://t.me/astwinecare_bot,https://t.me/astwineshop,,,,,,,,70000001017392919,55.72078,37.572629,4504235282736899,,,7,70000001017392918,Ast.wine,винотека,Алкогольные напитки,shop,2,4,2026-07-06T12:10:25Z,,0,32,https://2gis.com/firm/70000001017392919,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Bon Voyage,маркет еды,Продуктовые магазины,"Домодедово аэропорт, 1",1 этаж,142015,,,,Домодедово городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001048358765,55.412605,37.899916,4504235282863517,Домодедово,4504694852735954,1,70000001048358764,Bon Voyage,маркет еды,Продуктовые магазины,shop,1,4,2026-03-26T16:51:53Z,,0,32,https://2gis.com/firm/70000001048358765,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Bon Voyage,продуктовая лавка,Продуктовые магазины,"Домодедово аэропорт, 1",-1 этаж,142015,,,,Домодедово городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001030442680,55.412283,37.90023,4504235282863517,Домодедово,4504694852735509,1,70000001030400896,Bon Voyage,продуктовая лавка,Продуктовые магазины,shop,1,2,2026-03-26T16:57:45Z,,0,32,https://2gis.com/firm/70000001030442680,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Business kiosk,минимаркет,Продуктовые магазины,"1-й Магистральный тупик, 5а",1 этаж,123290,,Хорошёвский,Москва,,Москва,Россия,Пн: 07:30-19:30; Вт: 07:30-19:30; Ср: 07:30-19:30; Чт: 07:30-19:30; Пт: 07:30-19:30,+03:00,4.2,3,89055800414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001058951483,55.766371,37.532351,4504235282793697,БЦ Магистраль Плаза,,3,4504137598689041,Business kiosk,минимаркет,Продуктовые магазины,shop,1,4,2025-08-25T07:48:46Z,,0,32,https://2gis.com/firm/70000001058951483,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Cezoni,магазин итальянских продуктов,Продуктовые магазины,"Часовая улица, 11/3",138-140 павильон; 1 этаж,125315,,Аэропорт,Москва,,Москва,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,84951501145 (единый номер),,,,,,http://cezoni.com,,,,,,,,,,,,,,,,,,,,,https://t.me/cezonimarket,,,,,,,,,70000001045789861,55.808399,37.52978,4504235282639844,,,2,70000001023196780,Cezoni,магазин итальянских продуктов,Продуктовые магазины,shop,1,6,2026-06-18T10:38:07Z,,0,32,https://2gis.com/firm/70000001045789861,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
City,продуктовый магазин,Продуктовые магазины,"улица Ермакова Роща, 1 ст1",6 этаж,123290,,Пресненский,Москва,,Москва,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001115280941,55.754354,37.530262,70030076215935187,,,1,70000001115280940,City,продуктовый магазин,Продуктовые магазины,shop,1,0,2026-06-26T14:44:15Z,,0,32,https://2gis.com/firm/70000001115280941,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
City market,,Продуктовые магазины,"Варшавское шоссе, 1 ст1-2",1 этаж,117105,,Донской,Москва,,Москва,Россия,Пн: 07:30-19:30; Вт: 07:30-19:30; Ср: 07:30-19:30; Чт: 07:30-19:30; Пт: 07:30-19:30,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001113062650,55.704048,37.625481,4504235282708236,БЦ W-Plaza,,1,70000001113062649,City market,,Продуктовые магазины,shop,1,1,2026-03-31T08:53:59Z,,0,32,https://2gis.com/firm/70000001113062650,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Da Lorenzo,лавка итальянских продуктов,Продуктовые магазины,"Профсоюзная улица, 126 к3",,117321,,Тёплый Стан,Москва,,Москва,Россия,Пн: 09:30-22:00; Вт: 09:30-22:00; Ср: 09:30-22:00; Чт: 09:30-22:00; Пт: 09:30-22:00; Сб: 09:30-22:00; Вс: 09:30-22:00,+03:00,4.8,14,89160161644,89859191985,,,,,,,,,,,,,,,,,,,,https://wa.me/79160161644,https://wa.me/79859191985,,,,,,,,,,,,,,70000001007265820,55.630097,37.516812,4504235282571677,,70030076457108593,1,70000001007265821,Da Lorenzo,лавка итальянских продуктов,Продуктовые магазины,shop,1,4,2026-04-10T16:37:25Z,,0,32,https://2gis.com/firm/70000001007265820,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Da Lorenzo,лавка итальянских продуктов,Продуктовые магазины,"Профсоюзная улица, 126 к3",,117321,,Тёплый Стан,Москва,,Москва,Россия,Пн: 09:30-22:00; Вт: 09:30-22:00; Ср: 09:30-22:00; Чт: 09:30-22:00; Пт: 09:30-22:00; Сб: 09:30-22:00; Вс: 09:30-22:00,+03:00,4.8,14,89160161644,89859191985,,,,,,,,,,,,,,,,,,,,https://wa.me/79160161644,https://wa.me/79859191985,,,,,,,,,,,,,,70000001007265820,55.630097,37.516812,4504235282571677,,70030076457108593,1,70000001007265821,Da Lorenzo,лавка итальянских продуктов,Продуктовые магазины,shop,1,4,2026-04-10T16:37:25Z,,0,32,https://2gis.com/firm/70000001007265820,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Drive,кафе,Продуктовые магазины,"МКАД 43 километр, 1а",,108820,,Коммунарка,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,88007005151 (центр поддержки клиентов ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001093338508,55.63181,37.466567,4504235282808771,,,1,70000001093338507,Drive,кафе,Продуктовые магазины,shop,1,5,2025-07-17T14:31:52Z,,0,32,https://2gis.com/firm/70000001093338508,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Eco еда,магазин,Продуктовые магазины,"посёлок подсобного хозяйства Воскресенское, 40 к2",,108803,,Коммунарка,,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,1.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001037688267,55.53316,37.449266,4504235283119138,,,1,70000001037688266,Eco еда,магазин,Продуктовые магазины,shop,1,4,2025-11-20T11:52:00Z,,0,32,https://2gis.com/firm/70000001037688267,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Eco маркет,магазин продуктов,Продуктовые магазины,"Полевая улица, 17",,142152,,,,Подольск городской округ,Московская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001090037653,55.510147,37.688072,4504235282850889,,,1,70000001090037652,Eco маркет,магазин продуктов,Продуктовые магазины,shop,1,7,2026-01-26T16:34:30Z,,0,32,https://2gis.com/firm/70000001090037653,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Eda,гастромаркет,Продуктовые магазины,"Гвардейская улица, 17 к1",1 этаж,121471,,Можайский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001080010378,55.725496,37.423602,4504235282619228,,,1,70000001068011805,Eda,гастромаркет,Продуктовые магазины,shop,1,7,2026-04-04T14:14:21Z,,0,32,https://2gis.com/firm/70000001080010378,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Eko sunduk,магазин натуральных продуктов из Кыргызстана,Продуктовые магазины,"Люблинская улица, 4 к1а",8 павильон; 2 этаж,109125,,Текстильщики,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,1.3,3,89663230606,,,,,,http://ecosunduk.taplink.ws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001063166543,55.708313,37.731063,4504235283007415,ТЦ Мост,70030076645442178,1,70000001061530762,Eko sunduk,магазин натуральных продуктов из Кыргызстана,Продуктовые магазины,shop,1,7,2026-02-02T09:55:17Z,,0,32,https://2gis.com/firm/70000001063166543,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Evo,,Продуктовые магазины,,,141054,,,,Мытищи городской округ,Московская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-21:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001111271846,56.133512,37.600802,70030077136870943,,,1,70000001111271845,Evo,,Продуктовые магазины,shop,1,0,2026-02-19T06:36:18Z,,0,32,https://2gis.com/firm/70000001111271846,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Farmers Market,,Продуктовые магазины,"Полевая улица, 12Б",,143422,,,,Красногорск городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000001035280147,55.74578,37.119551,70030076172368507,,,2,70000001035280146,Farmers Market,,Продуктовые магазины,shop,1,2,2021-11-18T12:24:34Z,,0,32,https://2gis.com/firm/70000001035280147,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Fix Price,магазин низких цен,Продуктовые магазины; Домашний текстиль; Магазины подарочных сертификатов; Бытовая химия; Сувенирные композиции; Посуда; Сувениры; Хозтовары,"улица 43-й Армии, 22",,142121,Кузнечики м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.3,3,88007752300 (горячая линия),84990093515,,,,,http://fix-price.com,http://rutube.ru/channel/24640051/,http://dzen.ru/fixprice_russia,,,,,,,,,,https://vk.com/fix_price,,,,,,,,,https://t.me/fixprice_russia,,,https://youtube.com/user/fixprice36,,,,,,70000001114511425,55.418743,37.493833,70030076411204814,,,883,70000001062947644,Fix Price,магазин низких цен,Продуктовые магазины,common_store,8,3,2026-06-28T04:22:43Z,,0,32,https://2gis.com/firm/70000001114511425,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
Fix Price,магазин низких цен,Продуктовые магазины; Домашний текстиль; Посуда; Хозтовары,"Олонецкая улица, 4а",2 этаж,127273,,Останкинский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,,,88007752300 (горячая линия),84990093515,,,,,http://fix-price.com,http://rutube.ru/channel/24640051/,http://dzen.ru/fixprice_russia,,,,,,,,,,https://vk.com/fix_price,,,,,,,,,https://t.me/fixprice_russia,,,https://youtube.com/user/fixprice36,,,,,,70000001109752987,55.854083,37.620254,70030076831109787,,,883,70000001062947644,Fix Price,магазин низких цен,Продуктовые магазины,common_store,4,6,2026-06-28T04:22:24Z,,0,32,https://2gis.com/firm/70000001109752987,branch,7906,https://2gis.ru/moscow/search/Продуктовые магазины/rubricId/373/filters/sort=name
